mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.3829313278198242,0.01593958461719741,0.00867447853088379,0.003148633561508243,0.01,3,100,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100}",0.5829493087557603,0.7320099255583127,0.8163771712158809,0.6054590570719602,0.738095238095238,0.6949781401394304,0.0877864309653528,1,0.9937106918238994,0.9923215898825655,0.9771153267088226,0.9908160192713039,0.9934570906877663,0.9894841436748715,0.006268343384800624
0.6952183246612549,0.033573853426175936,0.006353044509887695,0.0006541432746499414,0.01,3,200,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200}",0.5092165898617511,0.7344913151364765,0.7493796526054591,0.5558312655086849,0.7166666666666666,0.6531170979558076,0.1000986311169511,40,0.9996932044792146,0.9996988858777477,0.9993977717554953,0.9978922011442337,1.0,0.9993364126513382,0.0007467994690039706
1.0387269020080567,0.09331920841075819,0.008400869369506837,0.0025769220468427295,0.01,3,300,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 300}",0.5,0.7444168734491315,0.7320099255583127,0.6079404466501241,0.7142857142857143,0.6597305919886566,0.0933471058672483,17,1.0,1.0,1.0,0.9996988858777477,1.0,0.9999397771755495,0.00012044564890092423
1.3268909931182862,0.11917449273882445,0.00959916114807129,0.007201343847294367,0.01,3,400,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 400}",0.49769585253456217,0.7593052109181142,0.7096774193548387,0.6228287841191067,0.7357142857142858,0.6650443105281815,0.09556059250705293,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.658649778366089,0.14119281543468426,0.010231399536132812,0.006524941779372165,0.01,3,500,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 500}",0.5023041474654378,0.7642679900744417,0.7146401985111662,0.607940446650124,0.7404761904761904,0.6659257946354721,0.09771016945266814,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.44739975929260256,0.03559867185029025,0.006001520156860352,0.000633088587190188,0.01,4,100,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 100}",0.5714285714285714,0.6997518610421837,0.674937965260546,0.6178660049627792,0.7142857142857143,0.6556540233959589,0.05343412013258649,33,1.0,1.0,0.9974405299608552,0.9989461005721169,1.0,0.9992773261065946,0.0010050177216668734
0.9230666637420655,0.06082974610276224,0.011252737045288086,0.007529281903364718,0.01,4,200,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 200}",0.5599078341013826,0.6923076923076923,0.6327543424317618,0.6426799007444168,0.6761904761904762,0.640768049155146,0.04586356332395857,76,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.3886805534362794,0.10507460345964496,0.007200860977172851,0.002396276271571737,0.01,4,300,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 300}",0.5552995391705069,0.6774193548387096,0.6476426799007444,0.6277915632754343,0.6928571428571428,0.6402020560085078,0.048115498713957566,78,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2.4202991485595704,0.3844472560458021,0.009034347534179688,0.0010982696028844679,0.01,4,400,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 400}",0.5368663594470046,0.6873449131513648,0.6401985111662531,0.607940446650124,0.7023809523809523,0.6349462365591398,0.059446822586367354,95,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3.110130214691162,0.3088763950096534,0.012203121185302734,0.004910862829645072,0.01,4,500,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 500}",0.5276497695852534,0.7146401985111662,0.6575682382133995,0.6178660049627792,0.6880952380952381,0.6411638898735672,0.0652666361436103,75,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.8861308574676514,0.1010892085176838,0.012637519836425781,0.009238811695012407,0.01,5,100,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 100}",0.4930875576036866,0.694789081885856,0.6799007444168735,0.6277915632754343,0.6428571428571429,0.6276852180077988,0.0715207921443162,103,0.9999999999999999,1.0,0.9995483288166215,0.9995483288166216,1.0,0.9998193315266486,0.0002212727861592403
1.7217074394226075,0.2573445210525177,0.008851575851440429,0.00074010069364996,0.01,5,200,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 200}",0.49539170506912444,0.6823821339950373,0.6923076923076923,0.6972704714640199,0.6214285714285714,0.6377561148528892,0.07621486558076745,90,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2.688828229904175,0.3046592990811711,0.008606815338134765,0.00048616766296935375,0.01,5,300,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 300}",0.5023041474654377,0.6749379652605458,0.6774193548387096,0.7196029776674938,0.638095238095238,0.642471936665485,0.07468698300958046,72,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3.77185115814209,0.6053037604478373,0.013309431076049805,0.006333766425190619,0.01,5,400,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 400}",0.4953917050691244,0.6674937965260546,0.6674937965260546,0.7022332506203474,0.6476190476190475,0.6360463192721257,0.07249309769978621,93,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4.430732393264771,0.7317922693078077,0.009199190139770507,0.0009793267624778547,0.01,5,500,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 500}",0.5138248847926268,0.6774193548387096,0.6575682382133995,0.6823821339950371,0.6309523809523809,0.6324293985584307,0.06200087978332337,98,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.075979518890381,0.12302468691554581,0.009995412826538087,0.0025316764928742298,0.01,6,100,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100}",0.4815668202764977,0.6501240694789083,0.6898263027295286,0.5781637717121588,0.6142857142857143,0.6027933356965616,0.0710626398883775,144,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,4.965068306494546e-17
2.2129302501678465,0.27398197414757924,0.013273859024047851,0.00721856717709402,0.01,6,200,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 200}",0.4735023041474654,0.6823821339950373,0.6997518610421836,0.6699751861042184,0.6357142857142857,0.6322651542006381,0.08210451002886819,100,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3.1723546981811523,0.3338496393931409,0.014938020706176757,0.012296791556140704,0.01,6,300,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 300}",0.48387096774193544,0.6799007444168734,0.674937965260546,0.6799007444168734,0.6428571428571428,0.6322935129386742,0.07548812951928588,99,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4.855556774139404,0.48203552816284206,0.009303903579711914,0.000979520540808928,0.01,6,400,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 400}",0.47235023041474655,0.6898263027295285,0.6749379652605458,0.684863523573201,0.6261904761904762,0.6296336996336996,0.08182408555071968,101,1.0,1.0,1.0,1.0,1.0,1.0,0.0
5.555506753921509,0.7105460297138454,0.011106729507446289,0.001962410825745877,0.01,6,500,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 500}",0.4700460829493088,0.6898263027295285,0.6774193548387097,0.6699751861042184,0.6166666666666667,0.6247867186576864,0.08130552141341714,109,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.3005882263183595,0.15338974484789233,0.01372833251953125,0.004648847496917189,0.01,7,100,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 100}",0.4884792626728111,0.6575682382133995,0.5918114143920595,0.5483870967741936,0.6047619047619048,0.5782015833628738,0.056795673279189725,170,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3.0754135608673097,0.4655674688192885,0.015045738220214844,0.007454707994651271,0.01,7,200,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 200}",0.44700460829493094,0.6898263027295285,0.6277915632754343,0.6302729528535981,0.6071428571428571,0.6004076568592698,0.08150505100470984,146,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,4.965068306494546e-17
3.941668224334717,0.45866753387647297,0.012433528900146484,0.005312818425857745,0.01,7,300,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 300}",0.44009216589861755,0.6352357320099256,0.6426799007444169,0.6228287841191067,0.5976190476190476,0.5876911260782229,0.07536965779053258,157,1.0,1.0,1.0,1.0,1.0,1.0,0.0
5.578474235534668,0.6681926237117175,0.014493703842163086,0.008822539869882778,0.01,7,400,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 400}",0.4216589861751152,0.6228287841191067,0.6327543424317618,0.640198511166253,0.6023809523809524,0.5839643152546379,0.08214060001307777,162,1.0,1.0,1.0,1.0,1.0,1.0,0.0
7.100602626800537,0.5976487119542689,0.012126827239990234,0.0014788164602140429,0.01,7,500,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 500}",0.43317972350230416,0.6054590570719603,0.630272952853598,0.6426799007444169,0.6023809523809524,0.5827945173106464,0.0763182249771104,163,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.445498275756836,0.1369253803961874,0.009924602508544923,0.002147635829882906,0.01,8,100,"{'learning_rate': 0.01, 'max_depth': 8, 'n_estimators': 100}",0.5702764976958525,0.5372208436724565,0.6054590570719603,0.575682382133995,0.638095238095238,0.5853468037339005,0.03412776952185268,159,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,4.965068306494546e-17
3.2543532848358154,0.5831295434730215,0.013037300109863282,0.00857398468288034,0.01,8,200,"{'learning_rate': 0.01, 'max_depth': 8, 'n_estimators': 200}",0.5172811059907834,0.5397022332506203,0.6029776674937966,0.5682382133995036,0.5595238095238095,0.5575446059317027,0.028712134232141202,188,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4.511238670349121,1.0038870160100692,0.00983128547668457,0.0008762302920590257,0.01,8,300,"{'learning_rate': 0.01, 'max_depth': 8, 'n_estimators': 300}",0.4735023041474654,0.5397022332506203,0.6104218362282878,0.5930521091811414,0.5261904761904762,0.5485737917995982,0.04902845488855688,194,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,4.965068306494546e-17
5.881227207183838,0.8556852611861158,0.017478513717651366,0.010169757635639976,0.01,8,400,"{'learning_rate': 0.01, 'max_depth': 8, 'n_estimators': 400}",0.47119815668202764,0.5372208436724566,0.6129032258064516,0.6004962779156328,0.5190476190476191,0.5481732246248375,0.05257583397761586,196,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,4.965068306494546e-17
7.962399578094482,1.613621970360472,0.010609674453735351,0.0007364107084145021,0.01,8,500,"{'learning_rate': 0.01, 'max_depth': 8, 'n_estimators': 500}",0.4573732718894009,0.5372208436724566,0.607940446650124,0.6004962779156328,0.5166666666666667,0.5439395013588562,0.05581657447475957,197,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.2827633380889893,0.13746457269235812,0.008732128143310546,0.0006413385929689355,0.01,9,100,"{'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 100}",0.5633640552995393,0.5198511166253101,0.6712158808933002,0.5918114143920595,0.5285714285714286,0.5749627791563275,0.054539012192053024,173,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,4.965068306494546e-17
3.158399200439453,0.8332829377126797,0.01863894462585449,0.011640162561169658,0.01,9,200,"{'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 200}",0.5195852534562212,0.5173697270471465,0.6637717121588089,0.6550868486352357,0.5333333333333333,0.577829374926149,0.06690657217016685,171,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,4.965068306494546e-17
5.148783206939697,0.56179558560596,0.010375547409057616,0.0018918623253905522,0.01,9,300,"{'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 300}",0.4965437788018433,0.5099255583126551,0.6588089330024813,0.5880893300248139,0.55,0.5606735200283588,0.05862437935746092,187,1.0,1.0,1.0,1.0,1.0,1.0,0.0
6.02684006690979,0.8022214789918702,0.010712957382202149,0.0006147695918758267,0.01,9,400,"{'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 400}",0.44815668202764974,0.5099255583126551,0.6588089330024813,0.5483870967741936,0.55,0.543055654023396,0.06867151948939249,198,1.0,1.0,1.0,1.0,1.0,1.0,0.0
7.02506947517395,0.9899385976622421,0.010856008529663086,0.0006943041735022525,0.01,9,500,"{'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 500}",0.44585253456221197,0.5074441687344913,0.6612903225806452,0.5459057071960298,0.55,0.5420985466146757,0.07035314866795964,199,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.2449551105499268,0.14230603652656731,0.009246301651000977,0.000742426105335041,0.01,10,100,"{'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 100}",0.5714285714285714,0.5521091811414391,0.6885856079404467,0.5086848635235732,0.5404761904761904,0.5722568829020441,0.061628568560554806,174,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,4.965068306494546e-17
2.605436611175537,0.3238525541637355,0.008298587799072266,0.000600093404657209,0.01,10,200,"{'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 200}",0.5426267281105991,0.564516129032258,0.6960297766749379,0.5037220843672457,0.5357142857142857,0.5685218007798654,0.06666366387094055,176,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,4.965068306494546e-17
3.7296462535858153,0.3140249939024996,0.011340761184692382,0.0036717479914614545,0.01,10,300,"{'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 300}",0.5633640552995391,0.5508684863523573,0.6774193548387097,0.5037220843672457,0.5428571428571428,0.567646224742999,0.058396513380817236,177,1.0,1.0,1.0,1.0,1.0,1.0,0.0
5.881862449645996,0.9565784078137989,0.014004945755004883,0.0060312255800893735,0.01,10,400,"{'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 400}",0.5610599078341013,0.5483870967741934,0.7096774193548387,0.5645161290322581,0.5380952380952381,0.5843471582181259,0.06336498439946313,160,1.0,1.0,1.0,1.0,1.0,1.0,0.0
7.187482833862305,1.173258801969092,0.017193412780761717,0.009873914558009629,0.01,10,500,"{'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 500}",0.5633640552995391,0.5508684863523573,0.707196029776675,0.5719602977667494,0.5357142857142857,0.5858206309819213,0.06190426852986005,158,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.5392468452453614,0.07260947081854165,0.009100580215454101,0.0010220554456242292,0.05,3,100,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100}",0.5161290322580645,0.7890818858560794,0.6799007444168735,0.5856079404466501,0.7428571428571429,0.6627153491669621,0.10011957579320262,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.0553044319152831,0.0996061897099752,0.009856319427490235,0.0009387916348167402,0.05,3,200,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 200}",0.5253456221198156,0.7543424317617866,0.7245657568238213,0.5781637717121588,0.7166666666666667,0.6598168498168497,0.09067430123116749,16,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.6295757293701172,0.19083218514889508,0.0128021240234375,0.0046695139974150725,0.05,3,300,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 300}",0.5368663594470047,0.7444168734491315,0.7419354838709677,0.5707196029776676,0.6928571428571428,0.6573590925203829,0.08719774612173307,29,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2.0889649868011473,0.2760451522213402,0.00941314697265625,0.0007070322897771539,0.05,3,400,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 400}",0.5483870967741935,0.7121588089330024,0.749379652605459,0.575682382133995,0.7119047619047619,0.6595025404702823,0.08120225548190686,18,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2.624563455581665,0.40853361714084535,0.010608911514282227,0.0008650302873820364,0.05,3,500,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 500}",0.5552995391705069,0.6947890818858561,0.7518610421836228,0.5930521091811415,0.7023809523809523,0.6594765449604159,0.07333172979188254,19,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.7562336921691895,0.11099071674135541,0.013394975662231445,0.007005233851933646,0.05,4,100,"{'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 100}",0.532258064516129,0.7146401985111662,0.6401985111662531,0.6302729528535981,0.6619047619047619,0.6358548977903816,0.05944417209606299,94,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.4793315410614014,0.22990617903350283,0.009010124206542968,0.0003177144336640999,0.05,4,200,"{'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 200}",0.532258064516129,0.7245657568238214,0.6749379652605458,0.56575682382134,0.6857142857142857,0.6366465792272245,0.07419699627156062,91,1.0,1.0,1.0,1.0,1.0,1.0,0.0
