Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
WikiPathways_2019_Human	NRF2-ARE regulation WP4357	1/23	0.0581512729120791	0.1362401251082998	0	0	17.759358288770052	50.52017989878981	FYN
WikiPathways_2019_Human	Signal Transduction of S1P Receptor WP26	1/25	0.0630482552333339	0.1436099146981495	0	0	16.27777777777778	44.98941570457079	PLCB1
WikiPathways_2019_Human	T-Cell Receptor and Co-stimulatory Signaling WP2583	1/29	0.0727674243643111	0.1612683458884732	0	0	13.949579831932772	36.55469109076161	FYN
WikiPathways_2019_Human	Oligodendrocyte Specification and differentiation(including remyelination), leading to Myelin Components for CNS WP4304	1/30	0.0751817250984591	0.1622342488966749	0	0	13.46788370520622	34.852823720532044	PLP1
WikiPathways_2019_Human	Resistin as a regulator of inflammation WP4481	1/33	0.0823876952401629	0.1688947752423339	0	0	12.20343137254902	30.463659831608904	PLCB1
WikiPathways_2019_Human	Endothelin Pathways WP2197	1/33	0.0823876952401629	0.1688947752423339	0	0	12.20343137254902	30.463659831608904	PLCB1
WikiPathways_2019_Human	Signaling of Hepatocyte Growth Factor Receptor WP313	1/34	0.0847774259189093	0.1695548518378186	0	0	11.833036244800953	29.20069090925436	PTK2B
WikiPathways_2019_Human	Amyotrophic lateral sclerosis (ALS) WP2447	1/38	0.0942754600676397	0.1792493180990176	0	0	10.551669316375198	24.91812960155312	GRIA1
WikiPathways_2019_Human	Sleep regulation WP3591	1/38	0.0942754600676397	0.1792493180990176	0	0	10.551669316375198	24.91812960155312	GRIN2A
WikiPathways_2019_Human	Circadian rhythm related genes WP3594	2/201	0.0961825609311802	0.1792493180990176	0	0	3.96964824120603	9.294960005914769	HOMER1;GNAQ
WikiPathways_2019_Human	Ferroptosis WP4313	1/40	0.0989881570768417	0.1803784195622449	0	0	10.009552538964304	23.149643297736706	PRNP
WikiPathways_2019_Human	Interleukin-11 Signaling Pathway WP2332	1/44	0.1083415155835148	0.1890525979793189	0	0	9.076607387140903	20.172459116514425	FYN
WikiPathways_2019_Human	ATM Signaling Network in Development and Disease  WP3878	1/45	0.1106649354025281	0.1890525979793189	0	0	8.869875222816399	19.524797248161324	CDK5R1
WikiPathways_2019_Human	Notch Signaling WP268	1/45	0.1106649354025281	0.1890525979793189	0	0	8.869875222816399	19.524797248161324	NCSTN
WikiPathways_2019_Human	Regulation of Microtubule Cytoskeleton WP2038	1/46	0.1129824171805816	0.1890726165062795	0	0	8.672331154684096	18.910218175570737	GNAQ
WikiPathways_2019_Human	Thymic Stromal LymphoPoietin (TSLP) Signaling Pathway WP2203	1/47	0.1152939757922138	0.1890821202992306	0	0	8.483375959079284	18.32638344153777	FYN
WikiPathways_2019_Human	IL-3 Signaling Pathway WP286	1/49	0.1198993828458443	0.1927793998697889	0	0	8.129084967320262	17.242621342986663	FYN
WikiPathways_2019_Human	VEGFA-VEGFR2 Signaling Pathway WP3888	2/236	0.1254560896088484	0.1978346028447225	0	0	3.36991452991453	6.995266779062932	PTK2B;FYN
WikiPathways_2019_Human	Interferon type I signaling pathways WP585	1/54	0.1313102795600359	0.2028360869429321	0	0	7.360340362560119	14.942905667794824	FYN
WikiPathways_2019_Human	Pathogenic Escherichia coli infection WP2272	1/55	0.1335749840843699	0.2028360869429321	0	0	7.223674655047204	14.541923683398968	FYN
WikiPathways_2019_Human	Kit receptor signaling pathway WP304	1/59	0.1425760382538463	0.2125679115784619	0	0	6.724137931034483	13.097812581459925	FYN
WikiPathways_2019_Human	Notch Signaling Pathway WP61	1/61	0.1470421093281628	0.2147343799552704	0	0	6.499346405228758	12.459482823978924	NCSTN
WikiPathways_2019_Human	T-Cell antigen Receptor (TCR) pathway during Staphylococcus aureus infection WP3863	1/62	0.1492665811884197	0.2147343799552704	0	0	6.392478302796529	12.15863076198128	FYN
WikiPathways_2019_Human	Oncostatin M Signaling Pathway WP2374	1/65	0.1559059137005225	0.2197429203284632	0	0	6.091911764705882	11.321833676921756	PTK2B
WikiPathways_2019_Human	Association Between Physico-Chemical Features and Toxicity Associated Pathways WP3680	1/66	0.1581077109680406	0.2197429203284632	0	0	5.99788838612368	11.06297775242708	GRIA1
WikiPathways_2019_Human	AMP-activated Protein Kinase (AMPK) Signaling WP1403	1/69	0.1646793602663118	0.2250617923639595	0	0	5.732410611303345	10.3398641118515	PLCB1
WikiPathways_2019_Human	Non-genomic actions of 1,25 dihydroxyvitamin D3 WP4341	1/71	0.1690324819413651	0.2264267210283148	0	0	5.568067226890756	9.898154784103552	PLCB1
WikiPathways_2019_Human	Primary Focal Segmental Glomerulosclerosis FSGS WP2572	1/72	0.1712006915092137	0.2264267210283148	0	0	5.489367578017123	9.688287907320335	FYN
WikiPathways_2019_Human	Peptide GPCRs WP24	1/74	0.1755204778772005	0.2268475499492167	0	0	5.338436744560838	9.288877585674427	SSTR1
WikiPathways_2019_Human	Prolactin Signaling Pathway WP2037	1/76	0.1798181798377937	0.2268475499492167	0	0	5.195555555555556	8.914581245175166	FYN
WikiPathways_2019_Human	Leptin signaling pathway WP2034	1/76	0.1798181798377937	0.2268475499492167	0	0	5.195555555555556	8.914581245175166	FYN
WikiPathways_2019_Human	Viral Acute Myocarditis WP4298	1/84	0.1967903497500655	0.2444971012046269	0	0	4.692889203874321	7.628837331217768	FYN
WikiPathways_2019_Human	G Protein Signaling Pathways WP35	1/93	0.2154724895767031	0.2598344727248479	0	0	4.231884057971015	6.495612095071552	GNAQ
WikiPathways_2019_Human	Corticotropin-releasing hormone signaling pathway WP2355	1/93	0.2154724895767031	0.2598344727248479	0	0	4.231884057971015	6.495612095071552	GNAQ
WikiPathways_2019_Human	B Cell Receptor Signaling Pathway WP23	1/97	0.2236382313120778	0.2619762138227197	0	0	4.054738562091504	6.072885630165238	FYN
WikiPathways_2019_Human	Human Complement System WP2806	1/97	0.2236382313120778	0.2619762138227197	0	0	4.054738562091504	6.072885630165238	PRNP
WikiPathways_2019_Human	Integrin-mediated Cell Adhesion WP185	1/101	0.2317205978234809	0.2676209721341611	0	0	3.891764705882353	5.690627679908065	FYN
WikiPathways_2019_Human	Wnt Signaling WP428	1/115	0.2593642785251702	0.2953870949869994	0	0	3.411420708634331	4.603786358250543	PLCB1
WikiPathways_2019_Human	Spinal Cord Injury WP2431	1/118	0.2651597477652785	0.2978506755719567	0	0	3.3234456175632645	4.411617530067006	GRIN1
WikiPathways_2019_Human	TGF-beta Signaling Pathway WP366	1/132	0.291622475747229	0.3231492298820646	0	0	2.9661727286334383	3.655200429200256	APP
WikiPathways_2019_Human	Ectoderm Differentiation WP2858	1/138	0.3026754154112701	0.3309251208496553	0	0	2.835408616001145	3.3885806295686147	FYN
WikiPathways_2019_Human	Endoderm Differentiation WP2853	1/141	0.3081382773251737	0.3324649834297927	0	0	2.7742296918767506	3.265841626377558	APP
WikiPathways_2019_Human	Myometrial Relaxation and Contraction Pathways WP289	1/156	0.3348291839644622	0.3565713387673493	0	0	2.5038583175205567	2.7395584589081747	GNAQ
WikiPathways_2019_Human	EGF/EGFR Signaling Pathway WP437	1/162	0.3452204324698301	0.3629240443913599	0	0	2.4098161003531846	2.563013245863534	PTK2B
WikiPathways_2019_Human	Metapathway biotransformation Phase I and II WP702	1/183	0.380351269231582	0.3947949883163256	0	0	2.1294979530273648	2.058500620182262	SULT1A4
WikiPathways_2019_Human	Focal Adhesion WP306	1/198	0.4043060652476696	0.4144137168788613	0	0	1.96586045585747	1.7802500069596725	FYN
WikiPathways_2019_Human	GPCRs, Class A Rhodopsin-like WP455	1/257	0.490024979023158	0.4960746701222094	0	0	1.5082720588235294	1.0758488179230816	SSTR1
WikiPathways_2019_Human	Nuclear Receptors Meta-Pathway WP2882	1/319	0.5670618475488949	0.5670618475488949	0	0	1.210383524478974	0.6866347206003448	CPEB4
