Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	regulation of long-term synaptic potentiation (GO:1900271)	2/30	0.0027528219402575	0.018122744440029	0	0	28.457142857142856	167.75852052625558	APP;SHANK3
GO_Biological_Process_2021	regulation of developmental growth (GO:0048638)	2/31	0.002937791521612	0.0191950438517358	0	0	27.474482758620688	160.1789039869191	APP;PLCB1
GO_Biological_Process_2021	regulation of cellular amide metabolic process (GO:0034248)	2/32	0.0031284482294499	0.0199898640543531	0	0	26.55733333333333	153.1619353654689	APP;GRM5
GO_Biological_Process_2021	regulation of dendritic spine morphogenesis (GO:0061001)	2/32	0.0031284482294499	0.0199898640543531	0	0	26.55733333333333	153.1619353654689	SHANK3;CDK5R1
GO_Biological_Process_2021	response to amino acid (GO:0043200)	2/32	0.0031284482294499	0.0199898640543531	0	0	26.55733333333333	153.1619353654689	GRIN1;CPEB4
GO_Biological_Process_2021	calcium ion transport (GO:0006816)	3/115	0.0033342034643839	0.0211490716098514	0	0	10.8432944606414	61.84496275535778	TRPM1;GRIN3A;FYN
GO_Biological_Process_2021	regulation of ERK1 and ERK2 cascade (GO:0070372)	4/238	0.0033841646556441	0.0213104281576434	0	0	7.02065527065527	39.93803783706407	NECAB2;APP;PTK2B;CX3CL1
GO_Biological_Process_2021	axonogenesis (GO:0007409)	4/240	0.0034868118607099	0.0217355049161635	0	0	6.96045197740113	39.38757920693041	APP;FYN;SHANK3;CDK5R1
GO_Biological_Process_2021	cellular response to amino acid stimulus (GO:0071230)	2/34	0.0035267044800679	0.0217355049161635	0	0	24.895	140.5918093795177	FYN;CPEB4
GO_Biological_Process_2021	positive regulation of calcium ion transport into cytosol (GO:0010524)	2/34	0.0035267044800679	0.0217355049161635	0	0	24.895	140.5918093795177	CX3CL1;GRIN1
GO_Biological_Process_2021	oxoacid metabolic process (GO:0043436)	2/35	0.0037342450281205	0.0228525276720899	0	0	24.13939393939394	134.9442721051312	SULT1A4;SULT1A3
GO_Biological_Process_2021	macrophage activation (GO:0042116)	2/36	0.0039473547117495	0.0239877709406319	0	0	23.42823529411765	129.66847920672666	APP;CX3CL1
GO_Biological_Process_2021	positive regulation of calcium ion transport (GO:0051928)	2/37	0.0041660043080167	0.0249672947839072	0	0	22.75771428571429	124.7304327126967	GRM6;GRIN1
GO_Biological_Process_2021	protein insertion into ER membrane (GO:0045048)	2/37	0.0041660043080167	0.0249672947839072	0	0	22.75771428571429	124.7304327126967	APP;PRNP
GO_Biological_Process_2021	positive regulation of signaling (GO:0023056)	2/38	0.0043901647024272	0.026130500865817	0	0	22.12444444444445	120.10008056461788	HOMER1;GRIK2
GO_Biological_Process_2021	plasma membrane bounded cell projection organization (GO:0120036)	3/128	0.0045021219492774	0.0266145848566129	0	0	9.709224489795918	52.46094437867593	APP;PLP1;CDK5R1
GO_Biological_Process_2021	response to peptide (GO:1901652)	2/39	0.0046198068908587	0.0271257580280825	0	0	21.525405405405404	115.75076611278742	PRNP;FYN
GO_Biological_Process_2021	positive regulation of peptidyl-tyrosine phosphorylation (GO:0050731)	3/134	0.0051147435380639	0.0298302827823999	0	0	9.261723009814611	48.86140542425572	PRNP;GRM5;PTK2B
GO_Biological_Process_2021	negative regulation of proteolysis (GO:0045861)	2/43	0.0055926172724492	0.0323998960650562	0	0	19.421463414634147	100.72568904417491	CLN3;PRNP
GO_Biological_Process_2021	neurogenesis (GO:0022008)	2/44	0.0058492371396651	0.0334407044366383	0	0	18.95809523809524	97.47198557672408	DAGLA;DAGLB
GO_Biological_Process_2021	positive regulation of cell-matrix adhesion (GO:0001954)	2/44	0.0058492371396651	0.0334407044366383	0	0	18.95809523809524	97.47198557672408	PTK2B;CX3CL1
GO_Biological_Process_2021	neuron development (GO:0048666)	3/143	0.0061239641840207	0.0347825155288497	0	0	8.662390670553936	44.1396070970439	APP;PLP1;CDK5R1
GO_Biological_Process_2021	positive regulation of response to stimulus (GO:0048584)	2/46	0.0063783787113196	0.0357600716137856	0	0	18.09454545454545	91.4650562908582	HOMER1;FMR1
GO_Biological_Process_2021	posttranscriptional regulation of gene expression (GO:0010608)	2/46	0.0063783787113196	0.0357600716137856	0	0	18.09454545454545	91.4650562908582	APP;GRM5
GO_Biological_Process_2021	positive regulation of cytosolic calcium ion concentration (GO:0007204)	3/147	0.0066080264168641	0.0368100958734291	0	0	8.420068027210885	42.2642809239828	TRPM1;GRM1;GRIN1
GO_Biological_Process_2021	regulation of synapse assembly (GO:0051963)	2/47	0.0066508440161801	0.0368126334398758	0	0	17.691555555555556	88.6879716765397	APP;GRID2
GO_Biological_Process_2021	positive regulation of intracellular protein transport (GO:0090316)	3/148	0.0067325064198606	0.0370287853092336	0	0	8.361576354679803	41.81463608517468	PRNP;KCNB1;FYN
GO_Biological_Process_2021	cognition (GO:0050890)	2/48	0.0069285349109238	0.0378672757081312	0	0	17.30608695652174	86.04771438057035	APP;GRM5
GO_Biological_Process_2021	regulation of cellular protein metabolic process (GO:0032268)	2/49	0.007211423458848	0.0391670436608684	0	0	16.937021276595743	83.53489495510101	APP;GRM5
GO_Biological_Process_2021	positive regulation of protein kinase activity (GO:0045860)	3/154	0.0075087894207759	0.040528807494747	0	0	8.02689552642249	39.26501251085477	PRNP;GRM5;PTK2B
GO_Biological_Process_2021	regulation of release of sequestered calcium ion into cytosol (GO:0051279)	2/52	0.0080909972435835	0.0434017074362599	0	0	15.9184	76.67898512112798	PTK2B;CX3CL1
GO_Biological_Process_2021	unsaturated fatty acid metabolic process (GO:0033559)	2/54	0.0087028605920011	0.0463974592297486	0	0	15.304615384615383	72.6066794687417	DAGLA;DAGLB
GO_Biological_Process_2021	chemokine-mediated signaling pathway (GO:0070098)	2/56	0.0093348529784196	0.049163559019677	0	0	14.736296296296295	68.87745259672144	PTK2B;CX3CL1
GO_Biological_Process_2021	peptidyl-tyrosine modification (GO:0018212)	2/56	0.0093348529784196	0.049163559019677	0	0	14.736296296296295	68.87745259672144	PTK2B;FYN
GO_Biological_Process_2021	arachidonic acid metabolic process (GO:0019369)	2/57	0.0096583296055582	0.0499588596858937	0	0	14.467636363636364	67.1288860286495	DAGLA;DAGLB
GO_Biological_Process_2021	carboxylic acid transport (GO:0046942)	2/57	0.0096583296055582	0.0499588596858937	0	0	14.467636363636364	67.1288860286495	CLN3;SLC1A1
GO_Biological_Process_2021	icosanoid metabolic process (GO:0006690)	2/57	0.0096583296055582	0.0499588596858937	0	0	14.467636363636364	67.1288860286495	DAGLA;DAGLB
GO_Biological_Process_2021	cellular response to chemokine (GO:1990869)	2/60	0.0106583575032669	0.0548054004162068	0	0	13.717241379310344	62.29563023788037	PTK2B;CX3CL1
GO_Biological_Process_2021	positive regulation of developmental process (GO:0051094)	3/177	0.010962986053945	0.0560402051816367	0	0	6.957776213933849	31.40204840808567	FMR1;PLCB1;SHANK3
GO_Biological_Process_2021	regulation of translation (GO:0006417)	3/178	0.0111307482667611	0.0565650306655872	0	0	6.917667638483965	31.115972628299023	APP;GRM5;FMR1
GO_Biological_Process_2021	amyloid fibril formation (GO:1990000)	2/63	0.0117022207105141	0.0582353508755646	0	0	13.04065573770492	58.00453223336539	APP;NCSTN
GO_Biological_Process_2021	regulation of apoptotic process (GO:0042981)	6/742	0.0121976654127005	0.0582353508755646	0	0	3.404773156899811	15.003169364551814	CLN3;NCSTN;GRID2;GRM4;PTK2B;CX3CL1
GO_Biological_Process_2021	regulation of cell-matrix adhesion (GO:0001952)	2/65	0.0124221288506946	0.0582353508755646	0	0	12.625396825396823	55.40372350726887	PTK2B;CX3CL1
GO_Biological_Process_2021	negative regulation of cell volume (GO:0045794)	1/5	0.0129337430598204	0.0582353508755646	0	0	97.76470588235294	425.072693906196	SHANK3
GO_Biological_Process_2021	axon choice point recognition (GO:0016198)	1/5	0.0129337430598204	0.0582353508755646	0	0	97.76470588235294	425.072693906196	APP
GO_Biological_Process_2021	negative regulation of hydrogen peroxide metabolic process (GO:0010727)	1/5	0.0129337430598204	0.0582353508755646	0	0	97.76470588235294	425.072693906196	FYN
GO_Biological_Process_2021	regulation of caveolin-mediated endocytosis (GO:2001286)	1/5	0.0129337430598204	0.0582353508755646	0	0	97.76470588235294	425.072693906196	CLN3
GO_Biological_Process_2021	regulation of cellular response to osmotic stress (GO:0106049)	1/5	0.0129337430598204	0.0582353508755646	0	0	97.76470588235294	425.072693906196	CLN3
GO_Biological_Process_2021	regulation of hippocampal neuron apoptotic process (GO:0110089)	1/5	0.0129337430598204	0.0582353508755646	0	0	97.76470588235294	425.072693906196	CX3CL1
GO_Biological_Process_2021	regulation of hydrogen peroxide biosynthetic process (GO:0010728)	1/5	0.0129337430598204	0.0582353508755646	0	0	97.76470588235294	425.072693906196	FYN
GO_Biological_Process_2021	regulation of inositol trisphosphate biosynthetic process (GO:0032960)	1/5	0.0129337430598204	0.0582353508755646	0	0	97.76470588235294	425.072693906196	PTK2B
GO_Biological_Process_2021	cerebellar granule cell differentiation (GO:0021707)	1/5	0.0129337430598204	0.0582353508755646	0	0	97.76470588235294	425.072693906196	GRID2
GO_Biological_Process_2021	regulation of interleukin-1 alpha production (GO:0032650)	1/5	0.0129337430598204	0.0582353508755646	0	0	97.76470588235294	425.072693906196	CX3CL1
GO_Biological_Process_2021	regulation of mRNA binding (GO:1902415)	1/5	0.0129337430598204	0.0582353508755646	0	0	97.76470588235294	425.072693906196	FMR1
GO_Biological_Process_2021	dopamine catabolic process (GO:0042420)	1/5	0.0129337430598204	0.0582353508755646	0	0	97.76470588235294	425.072693906196	SULT1A3
GO_Biological_Process_2021	endothelin receptor signaling pathway (GO:0086100)	1/5	0.0129337430598204	0.0582353508755646	0	0	97.76470588235294	425.072693906196	PTK2B
GO_Biological_Process_2021	positive regulation of amine transport (GO:0051954)	1/5	0.0129337430598204	0.0582353508755646	0	0	97.76470588235294	425.072693906196	KCNB1
GO_Biological_Process_2021	positive regulation of AMPA receptor activity (GO:2000969)	1/5	0.0129337430598204	0.0582353508755646	0	0	97.76470588235294	425.072693906196	SHANK3
GO_Biological_Process_2021	regulation of synapse structural plasticity (GO:0051823)	1/5	0.0129337430598204	0.0582353508755646	0	0	97.76470588235294	425.072693906196	SHANK3
GO_Biological_Process_2021	positive regulation of Golgi to plasma membrane protein transport (GO:0042998)	1/5	0.0129337430598204	0.0582353508755646	0	0	97.76470588235294	425.072693906196	CLN3
GO_Biological_Process_2021	L-aspartate transmembrane transport (GO:0070778)	1/5	0.0129337430598204	0.0582353508755646	0	0	97.76470588235294	425.072693906196	SLC1A1
GO_Biological_Process_2021	lysosomal protein catabolic process (GO:1905146)	1/5	0.0129337430598204	0.0582353508755646	0	0	97.76470588235294	425.072693906196	CLN3
GO_Biological_Process_2021	vascular endothelial growth factor receptor signaling pathway (GO:0048010)	2/67	0.0131609912663893	0.0589531000540843	0	0	12.235692307692307	52.9866414552906	PTK2B;FYN
GO_Biological_Process_2021	peptidyl-tyrosine phosphorylation (GO:0018108)	2/69	0.013918599590371	0.0596024184058595	0	0	11.869253731343283	50.73547205180672	PTK2B;FYN
GO_Biological_Process_2021	synapse assembly (GO:0007416)	2/69	0.013918599590371	0.0596024184058595	0	0	11.869253731343283	50.73547205180672	GRID2;SHANK3
GO_Biological_Process_2021	positive regulation of protein polymerization (GO:0032273)	2/69	0.013918599590371	0.0596024184058595	0	0	11.869253731343283	50.73547205180672	PTK2B;CDK5R1
GO_Biological_Process_2021	cellular response to light stimulus (GO:0071482)	2/70	0.0143043687803169	0.0596024184058595	0	0	11.694117647058825	49.66714279512988	TRPM1;FMR1
GO_Biological_Process_2021	positive regulation of cell-substrate adhesion (GO:0010811)	2/70	0.0143043687803169	0.0596024184058595	0	0	11.694117647058825	49.66714279512988	PTK2B;CX3CL1
GO_Biological_Process_2021	positive regulation of cellular protein localization (GO:1903829)	2/71	0.0146947470224721	0.0596024184058595	0	0	11.524057971014493	48.63458075413379	NECAB2;FYN
GO_Biological_Process_2021	cell junction organization (GO:0034330)	2/72	0.015089708714097	0.0596024184058595	0	0	11.358857142857143	47.63611978903658	APP;GRM5
GO_Biological_Process_2021	positive regulation of neurogenesis (GO:0050769)	2/72	0.015089708714097	0.0596024184058595	0	0	11.358857142857143	47.63611978903658	SHANK3;CX3CL1
GO_Biological_Process_2021	neurotransmitter transport (GO:0006836)	2/73	0.0154892283448947	0.0596024184058595	0	0	11.19830985915493	46.67019310326785	GRM4;SLC1A1
GO_Biological_Process_2021	endoplasmic reticulum organization (GO:0007029)	2/73	0.0154892283448947	0.0596024184058595	0	0	11.19830985915493	46.67019310326785	APP;PRNP
GO_Biological_Process_2021	negative regulation of anion transport (GO:1903792)	1/6	0.0155007440273006	0.0596024184058595	0	0	78.2078431372549	325.8817006096059	GRM7
GO_Biological_Process_2021	activation of Janus kinase activity (GO:0042976)	1/6	0.0155007440273006	0.0596024184058595	0	0	78.2078431372549	325.8817006096059	PTK2B
GO_Biological_Process_2021	negative regulation of cellular extravasation (GO:0002692)	1/6	0.0155007440273006	0.0596024184058595	0	0	78.2078431372549	325.8817006096059	PLCB1
GO_Biological_Process_2021	axo-dendritic transport (GO:0008088)	1/6	0.0155007440273006	0.0596024184058595	0	0	78.2078431372549	325.8817006096059	APP
GO_Biological_Process_2021	negative regulation of neuron migration (GO:2001223)	1/6	0.0155007440273006	0.0596024184058595	0	0	78.2078431372549	325.8817006096059	CX3CL1
GO_Biological_Process_2021	cell junction disassembly (GO:0150146)	1/6	0.0155007440273006	0.0596024184058595	0	0	78.2078431372549	325.8817006096059	CX3CL1
GO_Biological_Process_2021	cellular water homeostasis (GO:0009992)	1/6	0.0155007440273006	0.0596024184058595	0	0	78.2078431372549	325.8817006096059	CLN3
GO_Biological_Process_2021	neurotransmitter-gated ion channel clustering (GO:0072578)	1/6	0.0155007440273006	0.0596024184058595	0	0	78.2078431372549	325.8817006096059	SHANK3
GO_Biological_Process_2021	regulation of translational elongation (GO:0006448)	1/6	0.0155007440273006	0.0596024184058595	0	0	78.2078431372549	325.8817006096059	GRM5
GO_Biological_Process_2021	regulation of transmission of nerve impulse (GO:0051969)	1/6	0.0155007440273006	0.0596024184058595	0	0	78.2078431372549	325.8817006096059	FMR1
GO_Biological_Process_2021	glycolipid transport (GO:0046836)	1/6	0.0155007440273006	0.0596024184058595	0	0	78.2078431372549	325.8817006096059	CLN3
GO_Biological_Process_2021	positive regulation of histone phosphorylation (GO:0033129)	1/6	0.0155007440273006	0.0596024184058595	0	0	78.2078431372549	325.8817006096059	FMR1
GO_Biological_Process_2021	positive regulation of I-kappaB phosphorylation (GO:1903721)	1/6	0.0155007440273006	0.0596024184058595	0	0	78.2078431372549	325.8817006096059	CX3CL1
GO_Biological_Process_2021	imitative learning (GO:0098596)	1/6	0.0155007440273006	0.0596024184058595	0	0	78.2078431372549	325.8817006096059	SHANK3
GO_Biological_Process_2021	positive regulation of microglial cell migration (GO:1904141)	1/6	0.0155007440273006	0.0596024184058595	0	0	78.2078431372549	325.8817006096059	CX3CL1
GO_Biological_Process_2021	intracellular pH elevation (GO:0051454)	1/6	0.0155007440273006	0.0596024184058595	0	0	78.2078431372549	325.8817006096059	CLN3
GO_Biological_Process_2021	positive regulation of non-membrane spanning protein tyrosine kinase activity (GO:1903997)	1/6	0.0155007440273006	0.0596024184058595	0	0	78.2078431372549	325.8817006096059	FYN
GO_Biological_Process_2021	positive regulation of RNA binding (GO:1905216)	1/6	0.0155007440273006	0.0596024184058595	0	0	78.2078431372549	325.8817006096059	FMR1
GO_Biological_Process_2021	postsynaptic density assembly (GO:0097107)	1/6	0.0155007440273006	0.0596024184058595	0	0	78.2078431372549	325.8817006096059	SHANK3
GO_Biological_Process_2021	prepulse inhibition (GO:0060134)	1/6	0.0155007440273006	0.0596024184058595	0	0	78.2078431372549	325.8817006096059	GRID2
GO_Biological_Process_2021	vocal learning (GO:0042297)	1/6	0.0155007440273006	0.0596024184058595	0	0	78.2078431372549	325.8817006096059	SHANK3
GO_Biological_Process_2021	negative regulation of amino acid transport (GO:0051956)	1/6	0.0155007440273006	0.0596024184058595	0	0	78.2078431372549	325.8817006096059	GRM7
GO_Biological_Process_2021	axon guidance (GO:0007411)	3/203	0.0158134061409639	0.0605367838612232	0	0	6.04530612244898	25.06926308539757	FYN;SHANK3;CDK5R1
GO_Biological_Process_2021	regulation of protein kinase B signaling (GO:0051896)	3/207	0.016650835582753	0.0634630531640895	0	0	5.925570228091236	24.26695740826936	GRM2;FYN;CX3CL1
GO_Biological_Process_2021	purine ribonucleotide metabolic process (GO:0009150)	2/77	0.0171323795475224	0.0638015503103194	0	0	10.598933333333331	43.10358378674535	SULT1A4;SULT1A3
GO_Biological_Process_2021	negative regulation of dendritic spine development (GO:0061000)	1/7	0.0180611983617244	0.0638015503103194	0	0	65.16993464052288	261.5914254592524	GRIN3A
GO_Biological_Process_2021	axon ensheathment in central nervous system (GO:0032291)	1/7	0.0180611983617244	0.0638015503103194	0	0	65.16993464052288	261.5914254592524	PLP1
GO_Biological_Process_2021	negative regulation of low-density lipoprotein receptor activity (GO:1905598)	1/7	0.0180611983617244	0.0638015503103194	0	0	65.16993464052288	261.5914254592524	APP
GO_Biological_Process_2021	catecholamine catabolic process (GO:0042424)	1/7	0.0180611983617244	0.0638015503103194	0	0	65.16993464052288	261.5914254592524	SULT1A3
GO_Biological_Process_2021	negative regulation of neurotransmitter secretion (GO:0046929)	1/7	0.0180611983617244	0.0638015503103194	0	0	65.16993464052288	261.5914254592524	FMR1
GO_Biological_Process_2021	regulation of I-kappaB phosphorylation (GO:1903719)	1/7	0.0180611983617244	0.0638015503103194	0	0	65.16993464052288	261.5914254592524	CX3CL1
GO_Biological_Process_2021	regulation of inositol phosphate biosynthetic process (GO:0010919)	1/7	0.0180611983617244	0.0638015503103194	0	0	65.16993464052288	261.5914254592524	PTK2B
GO_Biological_Process_2021	Notch receptor processing, ligand-dependent (GO:0035333)	1/7	0.0180611983617244	0.0638015503103194	0	0	65.16993464052288	261.5914254592524	NCSTN
GO_Biological_Process_2021	regulation of microglial cell migration (GO:1904139)	1/7	0.0180611983617244	0.0638015503103194	0	0	65.16993464052288	261.5914254592524	CX3CL1
GO_Biological_Process_2021	regulation of non-membrane spanning protein tyrosine kinase activity (GO:1903995)	1/7	0.0180611983617244	0.0638015503103194	0	0	65.16993464052288	261.5914254592524	FYN
GO_Biological_Process_2021	regulation of norepinephrine secretion (GO:0014061)	1/7	0.0180611983617244	0.0638015503103194	0	0	65.16993464052288	261.5914254592524	KCNB1
GO_Biological_Process_2021	ethanol catabolic process (GO:0006068)	1/7	0.0180611983617244	0.0638015503103194	0	0	65.16993464052288	261.5914254592524	SULT1A3
GO_Biological_Process_2021	positive regulation of catecholamine secretion (GO:0033605)	1/7	0.0180611983617244	0.0638015503103194	0	0	65.16993464052288	261.5914254592524	KCNB1
GO_Biological_Process_2021	positive regulation of mRNA binding (GO:1902416)	1/7	0.0180611983617244	0.0638015503103194	0	0	65.16993464052288	261.5914254592524	FMR1
GO_Biological_Process_2021	positive regulation of pinocytosis (GO:0048549)	1/7	0.0180611983617244	0.0638015503103194	0	0	65.16993464052288	261.5914254592524	CLN3
GO_Biological_Process_2021	marginal zone B cell differentiation (GO:0002315)	1/7	0.0180611983617244	0.0638015503103194	0	0	65.16993464052288	261.5914254592524	PTK2B
GO_Biological_Process_2021	protein catabolic process in the vacuole (GO:0007039)	1/7	0.0180611983617244	0.0638015503103194	0	0	65.16993464052288	261.5914254592524	CLN3
GO_Biological_Process_2021	glycerophospholipid metabolic process (GO:0006650)	2/80	0.0184113659012513	0.06477521039752	0	0	10.189743589743587	40.7058561737784	CLN3;PLCB1
GO_Biological_Process_2021	positive regulation of cytoskeleton organization (GO:0051495)	2/82	0.0192858516630641	0.0675782463516241	0	0	9.934	39.22324195080457	PTK2B;CX3CL1
GO_Biological_Process_2021	regulation of interleukin-1 beta production (GO:0032651)	2/83	0.0197295690710862	0.0683761114147371	0	0	9.810864197530863	38.51388953843127	APP;CX3CL1
GO_Biological_Process_2021	long-chain fatty acid metabolic process (GO:0001676)	2/83	0.0197295690710862	0.0683761114147371	0	0	9.810864197530863	38.51388953843127	DAGLA;DAGLB
GO_Biological_Process_2021	autophagosome-lysosome fusion (GO:0061909)	1/8	0.0206151221986894	0.0683761114147371	0	0	55.85714285714285	216.82236865801656	CLN3
GO_Biological_Process_2021	basic amino acid transport (GO:0015802)	1/8	0.0206151221986894	0.0683761114147371	0	0	55.85714285714285	216.82236865801656	CLN3
GO_Biological_Process_2021	negative regulation of long-term synaptic potentiation (GO:1900272)	1/8	0.0206151221986894	0.0683761114147371	0	0	55.85714285714285	216.82236865801656	APP
GO_Biological_Process_2021	negative regulation of microglial cell activation (GO:1903979)	1/8	0.0206151221986894	0.0683761114147371	0	0	55.85714285714285	216.82236865801656	CX3CL1
GO_Biological_Process_2021	negative regulation of regulated secretory pathway (GO:1903306)	1/8	0.0206151221986894	0.0683761114147371	0	0	55.85714285714285	216.82236865801656	FMR1
GO_Biological_Process_2021	regulation of Golgi to plasma membrane protein transport (GO:0042996)	1/8	0.0206151221986894	0.0683761114147371	0	0	55.85714285714285	216.82236865801656	CLN3
GO_Biological_Process_2021	forebrain neuron differentiation (GO:0021879)	1/8	0.0206151221986894	0.0683761114147371	0	0	55.85714285714285	216.82236865801656	SHANK3
GO_Biological_Process_2021	positive regulation of glial cell migration (GO:1903977)	1/8	0.0206151221986894	0.0683761114147371	0	0	55.85714285714285	216.82236865801656	CX3CL1
GO_Biological_Process_2021	integrin activation (GO:0033622)	1/8	0.0206151221986894	0.0683761114147371	0	0	55.85714285714285	216.82236865801656	CX3CL1
GO_Biological_Process_2021	positive regulation of triglyceride catabolic process (GO:0010898)	1/8	0.0206151221986894	0.0683761114147371	0	0	55.85714285714285	216.82236865801656	DAGLB
GO_Biological_Process_2021	postsynaptic density organization (GO:0097106)	1/8	0.0206151221986894	0.0683761114147371	0	0	55.85714285714285	216.82236865801656	SHANK3
GO_Biological_Process_2021	water homeostasis (GO:0030104)	1/8	0.0206151221986894	0.0683761114147371	0	0	55.85714285714285	216.82236865801656	CLN3
GO_Biological_Process_2021	negative regulation of cellular amide metabolic process (GO:0034249)	2/86	0.0210863262216803	0.0694091571463645	0	0	9.459047619047618	36.503699119744766	PRNP;FMR1
GO_Biological_Process_2021	response to interleukin-1 (GO:0070555)	2/86	0.0210863262216803	0.0694091571463645	0	0	9.459047619047618	36.503699119744766	APP;CX3CL1
GO_Biological_Process_2021	sensory perception of mechanical stimulus (GO:0050954)	2/88	0.0220119259823979	0.0716418115307258	0	0	9.238139534883722	35.254319100503075	GRM7;HOMER2
GO_Biological_Process_2021	positive regulation of neuron projection development (GO:0010976)	2/88	0.0220119259823979	0.0716418115307258	0	0	9.238139534883722	35.254319100503075	PTK2B;CX3CL1
GO_Biological_Process_2021	metal ion transport (GO:0030001)	2/88	0.0220119259823979	0.0716418115307258	0	0	9.238139534883722	35.254319100503075	GRIN3A;FYN
GO_Biological_Process_2021	positive regulation of inflammatory response (GO:0050729)	2/89	0.0224809821143166	0.0721442295817044	0	0	9.131494252873564	34.65480204013003	APP;CX3CL1
GO_Biological_Process_2021	negative regulation of translation (GO:0017148)	2/90	0.0229541771879189	0.0721442295817044	0	0	9.027272727272727	34.07123235515384	FMR1;CPEB4
GO_Biological_Process_2021	amyloid-beta formation (GO:0034205)	1/9	0.0231625317068993	0.0721442295817044	0	0	48.872549019607845	184.01586571209845	NCSTN
GO_Biological_Process_2021	associative learning (GO:0008306)	1/9	0.0231625317068993	0.0721442295817044	0	0	48.872549019607845	184.01586571209845	CLN3
GO_Biological_Process_2021	bone resorption (GO:0045453)	1/9	0.0231625317068993	0.0721442295817044	0	0	48.872549019607845	184.01586571209845	PTK2B
GO_Biological_Process_2021	negative regulation of RNA catabolic process (GO:1902369)	1/9	0.0231625317068993	0.0721442295817044	0	0	48.872549019607845	184.01586571209845	FMR1
GO_Biological_Process_2021	regulation of fertilization (GO:0080154)	1/9	0.0231625317068993	0.0721442295817044	0	0	48.872549019607845	184.01586571209845	PLCB1
GO_Biological_Process_2021	Notch receptor processing (GO:0007220)	1/9	0.0231625317068993	0.0721442295817044	0	0	48.872549019607845	184.01586571209845	NCSTN
GO_Biological_Process_2021	regulation of pinocytosis (GO:0048548)	1/9	0.0231625317068993	0.0721442295817044	0	0	48.872549019607845	184.01586571209845	CLN3
GO_Biological_Process_2021	glycerolipid biosynthetic process (GO:0045017)	1/9	0.0231625317068993	0.0721442295817044	0	0	48.872549019607845	184.01586571209845	CLN3
GO_Biological_Process_2021	lysosomal lumen acidification (GO:0007042)	1/9	0.0231625317068993	0.0721442295817044	0	0	48.872549019607845	184.01586571209845	CLN3
GO_Biological_Process_2021	synapse pruning (GO:0098883)	1/9	0.0231625317068993	0.0721442295817044	0	0	48.872549019607845	184.01586571209845	CX3CL1
GO_Biological_Process_2021	sensory perception of sound (GO:0007605)	2/91	0.0234314873982083	0.072721294818011	0	0	8.925393258426967	33.503021485763604	GRM7;HOMER2
GO_Biological_Process_2021	negative regulation of cell death (GO:0060548)	2/94	0.024887872153036	0.0757162441081082	0	0	8.63304347826087	31.885063989274137	FYN;SULT1A3
GO_Biological_Process_2021	negative regulation of cellular protein metabolic process (GO:0032269)	2/94	0.024887872153036	0.0757162441081082	0	0	8.63304347826087	31.885063989274137	CLN3;FMR1
GO_Biological_Process_2021	sensory perception of light stimulus (GO:0050953)	2/95	0.02538140667419	0.0757162441081082	0	0	8.539784946236558	31.372935831074024	TRPM1;GRM8
GO_Biological_Process_2021	cellular response to dopamine (GO:1903351)	1/10	0.0257034430516592	0.0757162441081082	0	0	43.4400871459695	159.03982037824832	SULT1A3
GO_Biological_Process_2021	cellular response to hydroxyurea (GO:0072711)	1/10	0.0257034430516592	0.0757162441081082	0	0	43.4400871459695	159.03982037824832	FMR1
GO_Biological_Process_2021	regulation of glycoprotein biosynthetic process (GO:0010559)	1/10	0.0257034430516592	0.0757162441081082	0	0	43.4400871459695	159.03982037824832	NECAB2
GO_Biological_Process_2021	cellular response to oxygen levels (GO:0071453)	1/10	0.0257034430516592	0.0757162441081082	0	0	43.4400871459695	159.03982037824832	CPEB4
GO_Biological_Process_2021	regulation of histone phosphorylation (GO:0033127)	1/10	0.0257034430516592	0.0757162441081082	0	0	43.4400871459695	159.03982037824832	FMR1
GO_Biological_Process_2021	negative regulation of voltage-gated calcium channel activity (GO:1901386)	1/10	0.0257034430516592	0.0757162441081082	0	0	43.4400871459695	159.03982037824832	FMR1
GO_Biological_Process_2021	neuron projection fasciculation (GO:0106030)	1/10	0.0257034430516592	0.0757162441081082	0	0	43.4400871459695	159.03982037824832	CDK5R1
GO_Biological_Process_2021	regulation of macrophage migration (GO:1905521)	1/10	0.0257034430516592	0.0757162441081082	0	0	43.4400871459695	159.03982037824832	PTK2B
GO_Biological_Process_2021	phagosome-lysosome fusion (GO:0090385)	1/10	0.0257034430516592	0.0757162441081082	0	0	43.4400871459695	159.03982037824832	CLN3
GO_Biological_Process_2021	response to dopamine (GO:1903350)	1/10	0.0257034430516592	0.0757162441081082	0	0	43.4400871459695	159.03982037824832	SULT1A3
GO_Biological_Process_2021	L-glutamate transmembrane transport (GO:0015813)	1/10	0.0257034430516592	0.0757162441081082	0	0	43.4400871459695	159.03982037824832	SLC1A1
GO_Biological_Process_2021	primary alcohol catabolic process (GO:0034310)	1/10	0.0257034430516592	0.0757162441081082	0	0	43.4400871459695	159.03982037824832	SULT1A3
GO_Biological_Process_2021	cellular transition metal ion homeostasis (GO:0046916)	2/96	0.0258789386772381	0.0759756679409459	0	0	8.448510638297872	30.87361056244907	APP;PRNP
