Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
MSigDB_Hallmark_2020	Apical Surface	2/44	0.0058492371396651	0.1228339799329683	0	0	18.95809523809524	97.47198557672408	APP;CX3CL1
MSigDB_Hallmark_2020	Androgen Response	2/100	0.0279085775805053	0.2721516056284698	0	0	8.10204081632653	28.995755414400413	HOMER2;PTK2B
MSigDB_Hallmark_2020	Angiogenesis	1/36	0.0895385901937681	0.2721516056284698	0	0	11.155742296918769	26.919760773627655	APP
MSigDB_Hallmark_2020	Hedgehog Signaling	1/36	0.0895385901937681	0.2721516056284698	0	0	11.155742296918769	26.919760773627655	CDK5R1
MSigDB_Hallmark_2020	p53 Pathway	2/200	0.0953787922697506	0.2721516056284698	0	0	3.98989898989899	9.375859760148904	APP;CDK5R1
MSigDB_Hallmark_2020	Myogenesis	2/200	0.0953787922697506	0.2721516056284698	0	0	3.98989898989899	9.375859760148904	APP;PRNP
MSigDB_Hallmark_2020	Complement	2/200	0.0953787922697506	0.2721516056284698	0	0	3.98989898989899	9.375859760148904	FYN;CDK5R1
MSigDB_Hallmark_2020	Wnt-beta Catenin Signaling	1/42	0.1036768021441789	0.2721516056284698	0	0	9.520325203252032	21.57759706198385	NCSTN
MSigDB_Hallmark_2020	Reactive Oxygen Species Pathway	1/49	0.1198993828458443	0.2797652266403034	0	0	8.129084967320262	17.242621342986663	PRNP
MSigDB_Hallmark_2020	PI3K/AKT/mTOR  Signaling	1/105	0.239720423806496	0.4074306117999475	0	0	3.7413273001508296	5.3436701974889385	PLCB1
MSigDB_Hallmark_2020	Spermatogenesis	1/135	0.2971702552144731	0.4074306117999475	0	0	2.8993268949370794	3.518188378802295	GRM8
MSigDB_Hallmark_2020	Coagulation	1/138	0.3026754154112701	0.4074306117999475	0	0	2.835408616001145	3.3885806295686147	FYN
MSigDB_Hallmark_2020	UV Response Dn	1/144	0.3135591595758441	0.4074306117999475	0	0	2.715617715617716	3.1494844355936293	FYN
MSigDB_Hallmark_2020	Apoptosis	1/161	0.343499682430156	0.4074306117999475	0	0	2.425	2.591280047692791	APP
MSigDB_Hallmark_2020	IL-2/STAT5 Signaling	1/199	0.4058703530257394	0.4074306117999475	0	0	1.9558328381857797	1.7636165164891364	PRNP
MSigDB_Hallmark_2020	Glycolysis	1/200	0.4074306117999475	0.4074306117999475	0	0	1.9459060005911912	1.7471991060741807	HOMER1
MSigDB_Hallmark_2020	Estrogen Response Early	1/200	0.4074306117999475	0.4074306117999475	0	0	1.9459060005911912	1.7471991060741807	SLC1A1
MSigDB_Hallmark_2020	Estrogen Response Late	1/200	0.4074306117999475	0.4074306117999475	0	0	1.9459060005911912	1.7471991060741807	HOMER2
MSigDB_Hallmark_2020	KRAS Signaling Dn	1/200	0.4074306117999475	0.4074306117999475	0	0	1.9459060005911912	1.7471991060741807	GRID2
MSigDB_Hallmark_2020	Apical Junction	1/200	0.4074306117999475	0.4074306117999475	0	0	1.9459060005911912	1.7471991060741807	CX3CL1
MSigDB_Hallmark_2020	Inflammatory Response	1/200	0.4074306117999475	0.4074306117999475	0	0	1.9459060005911912	1.7471991060741807	CX3CL1
